"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 13 15:30:17 GMT 2023","Thu Jul 13 15:30:17 GMT 2023","0","tests","test_labels","","","","test_dynamic_labels",""
"passed","Thu Jul 13 15:30:17 GMT 2023","Thu Jul 13 15:30:17 GMT 2023","0","tests","test_labels","","","","test_no_labels",""
"passed","Thu Jul 13 15:30:17 GMT 2023","Thu Jul 13 15:30:23 GMT 2023","6550","tests","test_selene","","","","test_github",""
"passed","Thu Jul 13 15:30:17 GMT 2023","Thu Jul 13 15:30:17 GMT 2023","0","tests","test_labels","","","","test_decorator_labels",""
"passed","Thu Jul 13 15:30:11 GMT 2023","Thu Jul 13 15:30:11 GMT 2023","1","tests","test_attachments","","","","test_attachments",""
"passed","Thu Jul 13 15:30:28 GMT 2023","Thu Jul 13 15:30:33 GMT 2023","4544","tests","test_steps","","","","test_decorator_steps",""
"passed","Thu Jul 13 15:30:24 GMT 2023","Thu Jul 13 15:30:28 GMT 2023","4531","tests","test_steps","","","","test_dynamic_steps",""
